Id,station_nom,velos_disponibles,nombre_emplacements,timecode jour,timecode heure
46,21 Technoforum 2,4,8,2026-07-01,16:42:51
47,48 Plage des Minimes 1,1,10,2026-07-01,16:42:51
48,48 Plage des Minimes 2,1,6,2026-07-01,16:42:51
49,24 EIGSI 2,2,8,2026-07-01,16:42:51
50,51 Gymnase Universitaire 1,5,12,2026-07-01,16:42:51
51,102 Centre Aquatique de Châtelaillon,7,12,2026-07-01,16:42:51
52,38 Parc Franck Delmas,4,8,2026-07-01,16:42:51
53,53 Les Parcs,5,8,2026-07-01,16:42:51
54,52 Port de Pêche,5,10,2026-07-01,16:42:51
55,36 Eglise de La Genette,3,8,2026-07-01,16:42:51
56,109 P+R Simone Veil,4,14,2026-07-01,16:42:51
57,13 Médiathèque Michel Crépeau 2,5,8,2026-07-01,16:42:51
58,08 Vieux Port 2,11,14,2026-07-01,16:42:51
59,47 Institut Confucius de Chine,6,12,2026-07-01,16:42:51
60,20 Faculté de Sciences 3,2,10,2026-07-01,16:42:51
61,59 Place de Lafond,3,9,2026-07-01,16:42:51
62,03 Arsenal 2,1,8,2026-07-01,16:42:51
63,02 Quai valin 2,0,8,2026-07-01,16:42:51
64,14 Bibliothèque Universitaire 2,2,10,2026-07-01,16:42:51
65,21 Technoforum 3,5,8,2026-07-01,16:42:51
66,09 Office de Tourisme (Gabut) 2,2,10,2026-07-01,16:42:51
67,06 Maison de la Mobilité 2,5,10,2026-07-01,16:42:51
68,24 Plage des Minimes 3,0,8,2026-07-01,16:42:51
69,51 Gymnase Universitaire 2,2,8,2026-07-01,16:42:51
70,15 Office de tourisme (Simenon) 1,4,12,2026-07-01,16:42:51
71,25 IUT 3,3,8,2026-07-01,16:42:51
72,57 Marché de la Pallice,5,8,2026-07-01,16:42:51
73,58 Digue du Bout Blanc,6,12,2026-07-01,16:42:51
74,61 Patte d'Oie,3,10,2026-07-01,16:42:51
75,62 Aquarium 2,2,10,2026-07-01,16:42:51
76,62 Aquarium 1,2,8,2026-07-01,16:42:51
77,63 08 mai 1945,2,14,2026-07-01,16:42:51
78,64 Aéroport,3,8,2026-07-01,16:42:51
79,65 Alstom,8,14,2026-07-01,16:42:51
80,66 Auberge de Jeunesse,4,10,2026-07-01,16:42:51
81,67 Beauregard,10,14,2026-07-01,16:42:51
82,68 Centre Commercial Beaulieu,5,10,2026-07-01,16:42:51
83,69 Centre social vent des lles,4,8,2026-07-01,16:42:51
84,70 Clinique de l'Atlantique,5,8,2026-07-01,16:42:51
85,71 Clos Margat,3,8,2026-07-01,16:42:51
86,72 Stade de Périgny,3,6,2026-07-01,16:42:51
87,73 Denfert Rochereau,4,8,2026-07-01,16:42:51
88,77 Gare d'Aytré,4,8,2026-07-01,16:42:51
89,56 Hôpital St Louis,8,10,2026-07-01,16:42:51
90,79 Les Corsaires,6,8,2026-07-01,16:42:51
91,80 La Pommeraie,4,8,2026-07-01,16:42:51
92,81 Lab Intech,5,10,2026-07-01,16:42:51
93,82 Lieutenant Bernier,2,8,2026-07-01,16:42:51
94,83 Lycée Hotelier,8,8,2026-07-01,16:42:51
95,84 Mairie d'Aytré,3,8,2026-07-01,16:42:51
96,85 Mairie de Lagord,2,8,2026-07-01,16:42:51
97,86 Musée Maritime,3,8,2026-07-01,16:42:51
98,87 Normandin,3,8,2026-07-01,16:42:51
99,88 Oiseaux de Mer,3,8,2026-07-01,16:42:51
100,90 Porte Royale,2,8,2026-07-01,16:42:51
