Id,station_nom,velos_disponibles,nombre_emplacements,timecode jour,timecode heure
1,54 La Corniche,6,8,2026-07-02,08:53:23
2,10 Porte Maubec,1,8,2026-07-02,08:53:23
3,11 Porte Dauphine,4,8,2026-07-02,08:53:23
4,20 Faculté de Sciences 2,6,10,2026-07-02,08:53:23
5,05 Place de Verdun,6,8,2026-07-02,08:53:23
6,26 Maison de la Charente-Maritime,5,10,2026-07-02,08:53:23
7,04 Marché,2,8,2026-07-02,08:53:23
8,16 Gare 2,6,14,2026-07-02,08:53:23
9,06 Maison de la Mobilité 1,6,10,2026-07-02,08:53:23
10,08 Vieux Port 1,0,14,2026-07-02,08:53:23
11,03 Arsenal 1,4,8,2026-07-02,08:53:23
12,21 Technoforum 1,1,8,2026-07-02,08:53:23
13,15 Office de tourisme (Simenon) 2,3,8,2026-07-02,08:53:23
14,24 EIGSI 1,3,8,2026-07-02,08:53:23
15,13 Médiathèque Michel Crépeau 1,5,8,2026-07-02,08:53:23
16,16 Gare 1,1,14,2026-07-02,08:53:23
17,22 Porte de Cougnes,6,10,2026-07-02,08:53:23
18,14 Bibliothèque Universitaire 1,4,14,2026-07-02,08:53:23
19,07 Préfecture,3,10,2026-07-02,08:53:23
20,25 IUT 2,7,8,2026-07-02,08:53:23
21,02 Quai Valin 1,8,8,2026-07-02,08:53:23
22,23 Place Cacaud 1,2,6,2026-07-02,08:53:23
23,25 IUT 1,3,8,2026-07-02,08:53:23
24,20 Plage des Minimes 4,0,10,2026-07-02,08:53:23
25,12 Piscine,6,10,2026-07-02,08:53:23
26,09 Office de Tourisme (Gabut) 1,6,10,2026-07-02,08:53:23
27,60 Commissariat,5,8,2026-07-02,08:53:23
28,104 Office de Tourisme de Châtelaillon,4,8,2026-07-02,08:53:23
29,108 Vaucanson,3,14,2026-07-02,08:53:23
30,28 Maison du Port La Pallice,4,8,2026-07-02,08:53:23
31,29 Mairie Annexe de Laleu,4,8,2026-07-02,08:53:23
32,30 Ludothèque de Mireuil,6,8,2026-07-02,08:53:23
33,31 Mairie Annexe de Mireuil,2,10,2026-07-02,08:53:23
34,32 Place St Maurice,7,10,2026-07-02,08:53:23
35,33 Marché de Port Neuf,1,8,2026-07-02,08:53:23
36,34 Maison de l'Emploi,6,8,2026-07-02,08:53:23
37,37 Plage de la Concurrence 1,5,10,2026-07-02,08:53:23
38,37 Plage de la Concurrence 2,4,10,2026-07-02,08:53:23
39,39 Lycée Vieljeux,3,10,2026-07-02,08:53:23
40,40 Cité Administrative Mangin,4,10,2026-07-02,08:53:23
41,42 LEP de Rompsay,8,12,2026-07-02,08:53:23
42,43 Mairie Annexe de Villeneuve,5,8,2026-07-02,08:53:23
43,44 Centre Cial. de Villeneuve,4,8,2026-07-02,08:53:23
44,45 Parking Jean-Moulin,7,14,2026-07-02,08:53:23
45,46 Eglise de Tasdon,4,8,2026-07-02,08:53:23
46,21 Technoforum 2,2,8,2026-07-02,08:53:23
47,48 Plage des Minimes 1,6,10,2026-07-02,08:53:23
48,48 Plage des Minimes 2,1,6,2026-07-02,08:53:23
49,24 EIGSI 2,2,8,2026-07-02,08:53:23
50,51 Gymnase Universitaire 1,8,12,2026-07-02,08:53:23
51,102 Centre Aquatique de Châtelaillon,6,12,2026-07-02,08:53:23
52,38 Parc Franck Delmas,4,8,2026-07-02,08:53:23
53,53 Les Parcs,7,8,2026-07-02,08:53:23
54,52 Port de Pêche,4,10,2026-07-02,08:53:23
55,36 Eglise de La Genette,3,8,2026-07-02,08:53:23
56,109 P+R Simone Veil,5,14,2026-07-02,08:53:23
57,13 Médiathèque Michel Crépeau 2,4,8,2026-07-02,08:53:23
58,08 Vieux Port 2,1,14,2026-07-02,08:53:23
59,47 Institut Confucius de Chine,5,12,2026-07-02,08:53:23
60,20 Faculté de Sciences 3,6,10,2026-07-02,08:53:23
61,59 Place de Lafond,5,9,2026-07-02,08:53:23
62,03 Arsenal 2,3,8,2026-07-02,08:53:23
63,02 Quai valin 2,4,8,2026-07-02,08:53:23
64,14 Bibliothèque Universitaire 2,2,10,2026-07-02,08:53:23
65,21 Technoforum 3,4,8,2026-07-02,08:53:23
66,09 Office de Tourisme (Gabut) 2,3,10,2026-07-02,08:53:23
67,06 Maison de la Mobilité 2,2,10,2026-07-02,08:53:23
68,24 Plage des Minimes 3,0,8,2026-07-02,08:53:23
69,51 Gymnase Universitaire 2,3,8,2026-07-02,08:53:23
70,15 Office de tourisme (Simenon) 1,3,12,2026-07-02,08:53:23
71,25 IUT 3,3,8,2026-07-02,08:53:23
72,57 Marché de la Pallice,4,8,2026-07-02,08:53:23
73,58 Digue du Bout Blanc,5,12,2026-07-02,08:53:23
74,61 Patte d'Oie,6,10,2026-07-02,08:53:23
75,62 Aquarium 2,0,10,2026-07-02,08:53:23
76,62 Aquarium 1,5,8,2026-07-02,08:53:23
77,63 08 mai 1945,7,14,2026-07-02,08:53:23
78,64 Aéroport,3,8,2026-07-02,08:53:23
79,65 Alstom,6,14,2026-07-02,08:53:23
80,66 Auberge de Jeunesse,5,10,2026-07-02,08:53:23
81,67 Beauregard,6,14,2026-07-02,08:53:23
82,68 Centre Commercial Beaulieu,4,10,2026-07-02,08:53:23
83,69 Centre social vent des lles,5,8,2026-07-02,08:53:23
84,70 Clinique de l'Atlantique,5,8,2026-07-02,08:53:23
85,71 Clos Margat,3,8,2026-07-02,08:53:23
86,72 Stade de Périgny,4,6,2026-07-02,08:53:23
87,73 Denfert Rochereau,3,8,2026-07-02,08:53:23
88,77 Gare d'Aytré,3,8,2026-07-02,08:53:23
89,56 Hôpital St Louis,3,10,2026-07-02,08:53:23
90,79 Les Corsaires,4,8,2026-07-02,08:53:23
91,80 La Pommeraie,5,8,2026-07-02,08:53:23
92,81 Lab Intech,5,10,2026-07-02,08:53:23
93,82 Lieutenant Bernier,4,8,2026-07-02,08:53:23
94,83 Lycée Hotelier,3,8,2026-07-02,08:53:23
95,84 Mairie d'Aytré,3,8,2026-07-02,08:53:23
96,85 Mairie de Lagord,3,8,2026-07-02,08:53:23
97,86 Musée Maritime,4,8,2026-07-02,08:53:23
98,87 Normandin,5,8,2026-07-02,08:53:23
99,88 Oiseaux de Mer,4,8,2026-07-02,08:53:23
100,90 Porte Royale,4,8,2026-07-02,08:53:23
