Id,station_nom,velos_disponibles,nombre_emplacements,timecode jour,timecode heure
1,54 La Corniche,6,8,2026-07-02,19:06:38
2,10 Porte Maubec,4,8,2026-07-02,19:06:38
3,11 Porte Dauphine,4,8,2026-07-02,19:06:38
4,20 Faculté de Sciences 2,1,10,2026-07-02,19:06:38
5,05 Place de Verdun,2,8,2026-07-02,19:06:38
6,26 Maison de la Charente-Maritime,1,10,2026-07-02,19:06:38
7,04 Marché,6,8,2026-07-02,19:06:38
8,16 Gare 2,8,14,2026-07-02,19:06:38
9,06 Maison de la Mobilité 1,4,10,2026-07-02,19:06:38
10,08 Vieux Port 1,9,14,2026-07-02,19:06:38
11,03 Arsenal 1,6,8,2026-07-02,19:06:38
12,21 Technoforum 1,5,8,2026-07-02,19:06:38
13,15 Office de tourisme (Simenon) 2,1,8,2026-07-02,19:06:38
14,24 EIGSI 1,3,8,2026-07-02,19:06:38
15,13 Médiathèque Michel Crépeau 1,2,8,2026-07-02,19:06:38
16,16 Gare 1,7,14,2026-07-02,19:06:38
17,22 Porte de Cougnes,7,10,2026-07-02,19:06:38
18,14 Bibliothèque Universitaire 1,4,14,2026-07-02,19:06:38
19,07 Préfecture,6,10,2026-07-02,19:06:38
20,25 IUT 2,1,8,2026-07-02,19:06:38
21,02 Quai Valin 1,4,8,2026-07-02,19:06:38
22,23 Place Cacaud 1,1,6,2026-07-02,19:06:38
23,25 IUT 1,2,8,2026-07-02,19:06:38
24,20 Plage des Minimes 4,0,10,2026-07-02,19:06:38
25,12 Piscine,3,10,2026-07-02,19:06:38
26,09 Office de Tourisme (Gabut) 1,5,10,2026-07-02,19:06:38
27,60 Commissariat,4,8,2026-07-02,19:06:38
28,104 Office de Tourisme de Châtelaillon,4,8,2026-07-02,19:06:38
29,108 Vaucanson,6,14,2026-07-02,19:06:38
30,28 Maison du Port La Pallice,5,8,2026-07-02,19:06:38
31,29 Mairie Annexe de Laleu,1,8,2026-07-02,19:06:38
32,30 Ludothèque de Mireuil,3,8,2026-07-02,19:06:38
33,31 Mairie Annexe de Mireuil,7,10,2026-07-02,19:06:38
34,32 Place St Maurice,4,10,2026-07-02,19:06:38
35,33 Marché de Port Neuf,5,8,2026-07-02,19:06:38
36,34 Maison de l'Emploi,3,8,2026-07-02,19:06:38
37,37 Plage de la Concurrence 1,5,10,2026-07-02,19:06:38
38,37 Plage de la Concurrence 2,5,10,2026-07-02,19:06:38
39,39 Lycée Vieljeux,4,10,2026-07-02,19:06:38
40,40 Cité Administrative Mangin,6,10,2026-07-02,19:06:38
41,42 LEP de Rompsay,5,12,2026-07-02,19:06:38
42,43 Mairie Annexe de Villeneuve,5,8,2026-07-02,19:06:38
43,44 Centre Cial. de Villeneuve,4,8,2026-07-02,19:06:38
44,45 Parking Jean-Moulin,6,14,2026-07-02,19:06:38
45,46 Eglise de Tasdon,2,8,2026-07-02,19:06:38
46,21 Technoforum 2,5,8,2026-07-02,19:06:38
47,48 Plage des Minimes 1,5,10,2026-07-02,19:06:38
48,48 Plage des Minimes 2,2,6,2026-07-02,19:06:38
49,24 EIGSI 2,3,8,2026-07-02,19:06:38
50,51 Gymnase Universitaire 1,8,12,2026-07-02,19:06:38
51,102 Centre Aquatique de Châtelaillon,6,12,2026-07-02,19:06:38
52,38 Parc Franck Delmas,6,8,2026-07-02,19:06:38
53,53 Les Parcs,2,8,2026-07-02,19:06:38
54,52 Port de Pêche,4,10,2026-07-02,19:06:38
55,36 Eglise de La Genette,3,8,2026-07-02,19:06:38
56,109 P+R Simone Veil,8,14,2026-07-02,19:06:38
57,13 Médiathèque Michel Crépeau 2,0,8,2026-07-02,19:06:38
58,08 Vieux Port 2,12,14,2026-07-02,19:06:38
59,47 Institut Confucius de Chine,4,12,2026-07-02,19:06:38
60,20 Faculté de Sciences 3,2,10,2026-07-02,19:06:38
61,59 Place de Lafond,6,9,2026-07-02,19:06:38
62,03 Arsenal 2,3,8,2026-07-02,19:06:38
63,02 Quai valin 2,5,8,2026-07-02,19:06:38
64,14 Bibliothèque Universitaire 2,2,10,2026-07-02,19:06:38
65,21 Technoforum 3,5,8,2026-07-02,19:06:38
66,09 Office de Tourisme (Gabut) 2,3,10,2026-07-02,19:06:38
67,06 Maison de la Mobilité 2,4,10,2026-07-02,19:06:38
68,24 Plage des Minimes 3,0,8,2026-07-02,19:06:38
69,51 Gymnase Universitaire 2,2,8,2026-07-02,19:06:38
70,15 Office de tourisme (Simenon) 1,5,12,2026-07-02,19:06:38
71,25 IUT 3,1,8,2026-07-02,19:06:38
72,57 Marché de la Pallice,4,8,2026-07-02,19:06:38
73,58 Digue du Bout Blanc,8,12,2026-07-02,19:06:38
74,61 Patte d'Oie,3,10,2026-07-02,19:06:38
75,62 Aquarium 2,2,10,2026-07-02,19:06:38
76,62 Aquarium 1,5,8,2026-07-02,19:06:38
77,63 08 mai 1945,5,14,2026-07-02,19:06:38
78,64 Aéroport,5,8,2026-07-02,19:06:38
79,65 Alstom,8,14,2026-07-02,19:06:38
80,66 Auberge de Jeunesse,6,10,2026-07-02,19:06:38
81,67 Beauregard,5,14,2026-07-02,19:06:38
82,68 Centre Commercial Beaulieu,3,10,2026-07-02,19:06:38
83,69 Centre social vent des lles,3,8,2026-07-02,19:06:38
84,70 Clinique de l'Atlantique,4,8,2026-07-02,19:06:38
85,71 Clos Margat,5,8,2026-07-02,19:06:38
86,72 Stade de Périgny,4,6,2026-07-02,19:06:38
87,73 Denfert Rochereau,6,8,2026-07-02,19:06:38
88,77 Gare d'Aytré,7,8,2026-07-02,19:06:38
89,56 Hôpital St Louis,4,10,2026-07-02,19:06:38
90,79 Les Corsaires,1,8,2026-07-02,19:06:38
91,80 La Pommeraie,3,8,2026-07-02,19:06:38
92,81 Lab Intech,5,10,2026-07-02,19:06:38
93,82 Lieutenant Bernier,6,8,2026-07-02,19:06:38
