Id,station_nom,velos_disponibles,nombre_emplacements,timecode jour,timecode heure
1,54 La Corniche,5,8,2026-07-02,14:03:55
2,10 Porte Maubec,8,8,2026-07-02,14:03:55
3,11 Porte Dauphine,4,8,2026-07-02,14:03:55
4,20 Faculté de Sciences 2,5,10,2026-07-02,14:03:55
5,05 Place de Verdun,7,8,2026-07-02,14:03:55
6,26 Maison de la Charente-Maritime,5,10,2026-07-02,14:03:55
7,04 Marché,0,8,2026-07-02,14:03:55
8,16 Gare 2,14,14,2026-07-02,14:03:55
9,06 Maison de la Mobilité 1,8,10,2026-07-02,14:03:55
10,08 Vieux Port 1,3,14,2026-07-02,14:03:55
11,03 Arsenal 1,5,8,2026-07-02,14:03:55
12,21 Technoforum 1,3,8,2026-07-02,14:03:55
13,15 Office de tourisme (Simenon) 2,3,8,2026-07-02,14:03:55
14,24 EIGSI 1,1,8,2026-07-02,14:03:55
15,13 Médiathèque Michel Crépeau 1,1,8,2026-07-02,14:03:55
16,16 Gare 1,2,14,2026-07-02,14:03:55
17,22 Porte de Cougnes,5,10,2026-07-02,14:03:55
18,14 Bibliothèque Universitaire 1,5,14,2026-07-02,14:03:55
19,07 Préfecture,3,10,2026-07-02,14:03:55
20,25 IUT 2,1,8,2026-07-02,14:03:55
21,02 Quai Valin 1,6,8,2026-07-02,14:03:55
22,23 Place Cacaud 1,1,6,2026-07-02,14:03:55
23,25 IUT 1,1,8,2026-07-02,14:03:55
24,20 Plage des Minimes 4,0,10,2026-07-02,14:03:55
25,12 Piscine,4,10,2026-07-02,14:03:55
26,09 Office de Tourisme (Gabut) 1,7,10,2026-07-02,14:03:55
27,60 Commissariat,4,8,2026-07-02,14:03:55
28,104 Office de Tourisme de Châtelaillon,4,8,2026-07-02,14:03:55
29,108 Vaucanson,6,14,2026-07-02,14:03:55
30,28 Maison du Port La Pallice,4,8,2026-07-02,14:03:55
31,29 Mairie Annexe de Laleu,6,8,2026-07-02,14:03:55
32,30 Ludothèque de Mireuil,4,8,2026-07-02,14:03:55
33,31 Mairie Annexe de Mireuil,5,10,2026-07-02,14:03:55
34,32 Place St Maurice,6,10,2026-07-02,14:03:55
35,33 Marché de Port Neuf,3,8,2026-07-02,14:03:55
36,34 Maison de l'Emploi,4,8,2026-07-02,14:03:55
37,37 Plage de la Concurrence 1,7,10,2026-07-02,14:03:55
