Id,station_nom,velos_disponibles,nombre_emplacements,timecode jour,timecode heure
1,54 La Corniche,3,8,2026-07-01,16:57:59
2,10 Porte Maubec,3,8,2026-07-01,16:57:59
3,11 Porte Dauphine,5,8,2026-07-01,16:57:59
4,20 Faculté de Sciences 2,6,10,2026-07-01,16:57:59
5,05 Place de Verdun,7,8,2026-07-01,16:57:59
6,26 Maison de la Charente-Maritime,0,10,2026-07-01,16:57:59
7,04 Marché,2,8,2026-07-01,16:57:59
8,16 Gare 2,8,14,2026-07-01,16:57:59
9,06 Maison de la Mobilité 1,7,10,2026-07-01,16:57:59
10,08 Vieux Port 1,9,14,2026-07-01,16:57:59
11,03 Arsenal 1,3,8,2026-07-01,16:57:59
12,21 Technoforum 1,1,8,2026-07-01,16:57:59
13,15 Office de tourisme (Simenon) 2,6,8,2026-07-01,16:57:59
14,24 EIGSI 1,3,8,2026-07-01,16:57:59
15,13 Médiathèque Michel Crépeau 1,5,8,2026-07-01,16:57:59
16,16 Gare 1,6,14,2026-07-01,16:57:59
17,22 Porte de Cougnes,2,10,2026-07-01,16:57:59
18,14 Bibliothèque Universitaire 1,3,14,2026-07-01,16:57:59
19,07 Préfecture,6,10,2026-07-01,16:57:59
20,25 IUT 2,0,8,2026-07-01,16:57:59
21,02 Quai Valin 1,4,8,2026-07-01,16:57:59
22,23 Place Cacaud 1,2,6,2026-07-01,16:57:59
23,25 IUT 1,1,8,2026-07-01,16:57:59
24,20 Plage des Minimes 4,0,10,2026-07-01,16:57:59
25,12 Piscine,5,10,2026-07-01,16:57:59
26,09 Office de Tourisme (Gabut) 1,4,10,2026-07-01,16:57:59
27,60 Commissariat,6,8,2026-07-01,16:57:59
28,104 Office de Tourisme de Châtelaillon,1,8,2026-07-01,16:57:59
29,108 Vaucanson,6,14,2026-07-01,16:57:59
30,28 Maison du Port La Pallice,3,8,2026-07-01,16:57:59
31,29 Mairie Annexe de Laleu,5,8,2026-07-01,16:57:59
32,30 Ludothèque de Mireuil,2,8,2026-07-01,16:57:59
33,31 Mairie Annexe de Mireuil,8,10,2026-07-01,16:57:59
34,32 Place St Maurice,4,10,2026-07-01,16:57:59
35,33 Marché de Port Neuf,6,8,2026-07-01,16:57:59
36,34 Maison de l'Emploi,4,8,2026-07-01,16:57:59
37,37 Plage de la Concurrence 1,8,10,2026-07-01,16:57:59
38,37 Plage de la Concurrence 2,2,10,2026-07-01,16:57:59
39,39 Lycée Vieljeux,3,10,2026-07-01,16:57:59
40,40 Cité Administrative Mangin,7,10,2026-07-01,16:57:59
41,42 LEP de Rompsay,5,12,2026-07-01,16:57:59
42,43 Mairie Annexe de Villeneuve,5,8,2026-07-01,16:57:59
43,44 Centre Cial. de Villeneuve,4,8,2026-07-01,16:57:59
44,45 Parking Jean-Moulin,7,14,2026-07-01,16:57:59
45,46 Eglise de Tasdon,3,8,2026-07-01,16:57:59
46,21 Technoforum 2,4,8,2026-07-01,16:57:59
47,48 Plage des Minimes 1,1,10,2026-07-01,16:57:59
48,48 Plage des Minimes 2,1,6,2026-07-01,16:57:59
49,24 EIGSI 2,2,8,2026-07-01,16:57:59
50,51 Gymnase Universitaire 1,5,12,2026-07-01,16:57:59
51,102 Centre Aquatique de Châtelaillon,7,12,2026-07-01,16:57:59
52,38 Parc Franck Delmas,5,8,2026-07-01,16:57:59
53,53 Les Parcs,5,8,2026-07-01,16:57:59
54,52 Port de Pêche,5,10,2026-07-01,16:57:59
55,36 Eglise de La Genette,3,8,2026-07-01,16:57:59
56,109 P+R Simone Veil,4,14,2026-07-01,16:57:59
57,13 Médiathèque Michel Crépeau 2,5,8,2026-07-01,16:57:59
58,08 Vieux Port 2,11,14,2026-07-01,16:57:59
59,47 Institut Confucius de Chine,6,12,2026-07-01,16:57:59
60,20 Faculté de Sciences 3,2,10,2026-07-01,16:57:59
61,59 Place de Lafond,3,9,2026-07-01,16:57:59
62,03 Arsenal 2,1,8,2026-07-01,16:57:59
63,02 Quai valin 2,0,8,2026-07-01,16:57:59
64,14 Bibliothèque Universitaire 2,5,10,2026-07-01,16:57:59
65,21 Technoforum 3,4,8,2026-07-01,16:57:59
66,09 Office de Tourisme (Gabut) 2,3,10,2026-07-01,16:57:59
67,06 Maison de la Mobilité 2,4,10,2026-07-01,16:57:59
68,24 Plage des Minimes 3,0,8,2026-07-01,16:57:59
69,51 Gymnase Universitaire 2,2,8,2026-07-01,16:57:59
70,15 Office de tourisme (Simenon) 1,5,12,2026-07-01,16:57:59
71,25 IUT 3,0,8,2026-07-01,16:57:59
72,57 Marché de la Pallice,5,8,2026-07-01,16:57:59
73,58 Digue du Bout Blanc,5,12,2026-07-01,16:57:59
74,61 Patte d'Oie,4,10,2026-07-01,16:57:59
75,62 Aquarium 2,2,10,2026-07-01,16:57:59
76,62 Aquarium 1,2,8,2026-07-01,16:57:59
77,63 08 mai 1945,2,14,2026-07-01,16:57:59
78,64 Aéroport,3,8,2026-07-01,16:57:59
79,65 Alstom,4,14,2026-07-01,16:57:59
80,66 Auberge de Jeunesse,4,10,2026-07-01,16:57:59
81,67 Beauregard,10,14,2026-07-01,16:57:59
82,68 Centre Commercial Beaulieu,5,10,2026-07-01,16:57:59
83,69 Centre social vent des lles,4,8,2026-07-01,16:57:59
