Id,station_nom,velos_disponibles,nombre_emplacements,timecode jour,timecode heure
1,54 La Corniche,6,8,2026-07-02,19:21:47
2,10 Porte Maubec,4,8,2026-07-02,19:21:47
3,11 Porte Dauphine,4,8,2026-07-02,19:21:47
4,20 Faculté de Sciences 2,1,10,2026-07-02,19:21:47
5,05 Place de Verdun,2,8,2026-07-02,19:21:47
6,26 Maison de la Charente-Maritime,2,10,2026-07-02,19:21:47
7,04 Marché,3,8,2026-07-02,19:21:47
8,16 Gare 2,12,14,2026-07-02,19:21:47
9,06 Maison de la Mobilité 1,5,10,2026-07-02,19:21:47
10,08 Vieux Port 1,9,14,2026-07-02,19:21:47
11,03 Arsenal 1,6,8,2026-07-02,19:21:47
12,21 Technoforum 1,5,8,2026-07-02,19:21:47
13,15 Office de tourisme (Simenon) 2,1,8,2026-07-02,19:21:47
14,24 EIGSI 1,3,8,2026-07-02,19:21:47
15,13 Médiathèque Michel Crépeau 1,4,8,2026-07-02,19:21:47
16,16 Gare 1,7,14,2026-07-02,19:21:47
17,22 Porte de Cougnes,7,10,2026-07-02,19:21:47
18,14 Bibliothèque Universitaire 1,4,14,2026-07-02,19:21:47
19,07 Préfecture,6,10,2026-07-02,19:21:47
20,25 IUT 2,2,8,2026-07-02,19:21:47
21,02 Quai Valin 1,1,8,2026-07-02,19:21:47
22,23 Place Cacaud 1,1,6,2026-07-02,19:21:47
23,25 IUT 1,2,8,2026-07-02,19:21:47
24,20 Plage des Minimes 4,0,10,2026-07-02,19:21:47
25,12 Piscine,3,10,2026-07-02,19:21:47
26,09 Office de Tourisme (Gabut) 1,4,10,2026-07-02,19:21:47
27,60 Commissariat,4,8,2026-07-02,19:21:47
28,104 Office de Tourisme de Châtelaillon,4,8,2026-07-02,19:21:47
29,108 Vaucanson,6,14,2026-07-02,19:21:47
30,28 Maison du Port La Pallice,5,8,2026-07-02,19:21:47
31,29 Mairie Annexe de Laleu,1,8,2026-07-02,19:21:47
32,30 Ludothèque de Mireuil,3,8,2026-07-02,19:21:47
33,31 Mairie Annexe de Mireuil,7,10,2026-07-02,19:21:47
34,32 Place St Maurice,3,10,2026-07-02,19:21:47
35,33 Marché de Port Neuf,5,8,2026-07-02,19:21:47
36,34 Maison de l'Emploi,3,8,2026-07-02,19:21:47
37,37 Plage de la Concurrence 1,5,10,2026-07-02,19:21:47
38,37 Plage de la Concurrence 2,5,10,2026-07-02,19:21:47
39,39 Lycée Vieljeux,4,10,2026-07-02,19:21:47
40,40 Cité Administrative Mangin,6,10,2026-07-02,19:21:47
41,42 LEP de Rompsay,5,12,2026-07-02,19:21:47
