Id,station_nom,velos_disponibles,nombre_emplacements,timecode jour,timecode heure
1,54 La Corniche,4,8,2026-07-01,18:44:15
2,10 Porte Maubec,6,8,2026-07-01,18:44:15
3,11 Porte Dauphine,4,8,2026-07-01,18:44:15
4,20 Faculté de Sciences 2,5,10,2026-07-01,18:44:15
5,05 Place de Verdun,3,8,2026-07-01,18:44:15
6,26 Maison de la Charente-Maritime,5,10,2026-07-01,18:44:15
7,04 Marché,2,8,2026-07-01,18:44:15
8,16 Gare 2,5,14,2026-07-01,18:44:15
9,06 Maison de la Mobilité 1,8,10,2026-07-01,18:44:15
10,08 Vieux Port 1,7,14,2026-07-01,18:44:15
11,03 Arsenal 1,3,8,2026-07-01,18:44:15
12,21 Technoforum 1,3,8,2026-07-01,18:44:15
13,15 Office de tourisme (Simenon) 2,7,8,2026-07-01,18:44:15
14,24 EIGSI 1,1,8,2026-07-01,18:44:15
15,13 Médiathèque Michel Crépeau 1,2,8,2026-07-01,18:44:15
16,16 Gare 1,2,14,2026-07-01,18:44:15
17,22 Porte de Cougnes,5,10,2026-07-01,18:44:15
18,14 Bibliothèque Universitaire 1,1,14,2026-07-01,18:44:15
19,07 Préfecture,5,10,2026-07-01,18:44:15
20,25 IUT 2,2,8,2026-07-01,18:44:15
21,02 Quai Valin 1,3,8,2026-07-01,18:44:15
22,23 Place Cacaud 1,1,6,2026-07-01,18:44:15
23,25 IUT 1,2,8,2026-07-01,18:44:15
24,20 Plage des Minimes 4,0,10,2026-07-01,18:44:15
25,12 Piscine,4,10,2026-07-01,18:44:15
26,09 Office de Tourisme (Gabut) 1,6,10,2026-07-01,18:44:15
27,60 Commissariat,3,8,2026-07-01,18:44:15
28,104 Office de Tourisme de Châtelaillon,1,8,2026-07-01,18:44:15
29,108 Vaucanson,6,14,2026-07-01,18:44:15
30,28 Maison du Port La Pallice,3,8,2026-07-01,18:44:15
31,29 Mairie Annexe de Laleu,6,8,2026-07-01,18:44:15
32,30 Ludothèque de Mireuil,3,8,2026-07-01,18:44:15
33,31 Mairie Annexe de Mireuil,8,10,2026-07-01,18:44:15
34,32 Place St Maurice,3,10,2026-07-01,18:44:15
35,33 Marché de Port Neuf,5,8,2026-07-01,18:44:15
36,34 Maison de l'Emploi,4,8,2026-07-01,18:44:15
37,37 Plage de la Concurrence 1,9,10,2026-07-01,18:44:15
38,37 Plage de la Concurrence 2,6,10,2026-07-01,18:44:15
39,39 Lycée Vieljeux,3,10,2026-07-01,18:44:15
40,40 Cité Administrative Mangin,7,10,2026-07-01,18:44:15
41,42 LEP de Rompsay,4,12,2026-07-01,18:44:15
42,43 Mairie Annexe de Villeneuve,6,8,2026-07-01,18:44:15
43,44 Centre Cial. de Villeneuve,5,8,2026-07-01,18:44:15
44,45 Parking Jean-Moulin,5,14,2026-07-01,18:44:15
45,46 Eglise de Tasdon,3,8,2026-07-01,18:44:15
46,21 Technoforum 2,2,8,2026-07-01,18:44:15
47,48 Plage des Minimes 1,9,10,2026-07-01,18:44:15
48,48 Plage des Minimes 2,1,6,2026-07-01,18:44:15
49,24 EIGSI 2,2,8,2026-07-01,18:44:15
50,51 Gymnase Universitaire 1,8,12,2026-07-01,18:44:15
51,102 Centre Aquatique de Châtelaillon,7,12,2026-07-01,18:44:15
52,38 Parc Franck Delmas,4,8,2026-07-01,18:44:15
53,53 Les Parcs,5,8,2026-07-01,18:44:15
