Id,station_nom,velos_disponibles,nombre_emplacements,timecode jour,timecode heure
1,54 La Corniche,3,8,2026-07-03,10:42:23
2,10 Porte Maubec,4,8,2026-07-03,10:42:23
3,11 Porte Dauphine,3,8,2026-07-03,10:42:23
4,20 Faculté de Sciences 2,7,10,2026-07-03,10:42:23
5,05 Place de Verdun,6,8,2026-07-03,10:42:23
6,26 Maison de la Charente-Maritime,6,10,2026-07-03,10:42:23
7,04 Marché,1,8,2026-07-03,10:42:23
8,16 Gare 2,1,14,2026-07-03,10:42:23
9,06 Maison de la Mobilité 1,5,10,2026-07-03,10:42:23
10,08 Vieux Port 1,4,14,2026-07-03,10:42:23
11,03 Arsenal 1,4,8,2026-07-03,10:42:23
12,21 Technoforum 1,0,8,2026-07-03,10:42:23
13,15 Office de tourisme (Simenon) 2,3,8,2026-07-03,10:42:23
14,24 EIGSI 1,3,8,2026-07-03,10:42:23
15,13 Médiathèque Michel Crépeau 1,5,8,2026-07-03,10:42:23
16,16 Gare 1,0,14,2026-07-03,10:42:23
17,22 Porte de Cougnes,6,10,2026-07-03,10:42:23
18,14 Bibliothèque Universitaire 1,1,14,2026-07-03,10:42:23
19,07 Préfecture,5,10,2026-07-03,10:42:23
20,25 IUT 2,4,8,2026-07-03,10:42:23
21,02 Quai Valin 1,6,8,2026-07-03,10:42:23
22,23 Place Cacaud 1,1,6,2026-07-03,10:42:23
23,25 IUT 1,4,8,2026-07-03,10:42:23
24,20 Plage des Minimes 4,0,10,2026-07-03,10:42:23
25,12 Piscine,7,10,2026-07-03,10:42:23
26,09 Office de Tourisme (Gabut) 1,3,10,2026-07-03,10:42:23
27,60 Commissariat,3,8,2026-07-03,10:42:23
28,104 Office de Tourisme de Châtelaillon,4,8,2026-07-03,10:42:23
29,108 Vaucanson,6,14,2026-07-03,10:42:23
30,28 Maison du Port La Pallice,4,8,2026-07-03,10:42:23
31,29 Mairie Annexe de Laleu,4,8,2026-07-03,10:42:23
32,30 Ludothèque de Mireuil,2,8,2026-07-03,10:42:23
