Id,station_nom,velos_disponibles,nombre_emplacements,timecode jour,timecode heure
1,54 La Corniche,4,8,2026-07-02,18:06:01
2,10 Porte Maubec,5,8,2026-07-02,18:06:01
3,11 Porte Dauphine,4,8,2026-07-02,18:06:01
4,20 Faculté de Sciences 2,3,10,2026-07-02,18:06:01
5,05 Place de Verdun,1,8,2026-07-02,18:06:01
6,26 Maison de la Charente-Maritime,0,10,2026-07-02,18:06:01
7,04 Marché,7,8,2026-07-02,18:06:01
8,16 Gare 2,2,14,2026-07-02,18:06:01
9,06 Maison de la Mobilité 1,1,10,2026-07-02,18:06:01
10,08 Vieux Port 1,11,14,2026-07-02,18:06:01
11,03 Arsenal 1,4,8,2026-07-02,18:06:01
12,21 Technoforum 1,1,8,2026-07-02,18:06:01
13,15 Office de tourisme (Simenon) 2,1,8,2026-07-02,18:06:01
14,24 EIGSI 1,3,8,2026-07-02,18:06:01
15,13 Médiathèque Michel Crépeau 1,7,8,2026-07-02,18:06:01
16,16 Gare 1,7,14,2026-07-02,18:06:01
17,22 Porte de Cougnes,1,10,2026-07-02,18:06:01
18,14 Bibliothèque Universitaire 1,5,14,2026-07-02,18:06:01
19,07 Préfecture,4,10,2026-07-02,18:06:01
20,25 IUT 2,2,8,2026-07-02,18:06:01
21,02 Quai Valin 1,8,8,2026-07-02,18:06:01
22,23 Place Cacaud 1,1,6,2026-07-02,18:06:01
23,25 IUT 1,4,8,2026-07-02,18:06:01
24,20 Plage des Minimes 4,0,10,2026-07-02,18:06:01
25,12 Piscine,2,10,2026-07-02,18:06:01
26,09 Office de Tourisme (Gabut) 1,5,10,2026-07-02,18:06:01
27,60 Commissariat,5,8,2026-07-02,18:06:01
28,104 Office de Tourisme de Châtelaillon,4,8,2026-07-02,18:06:01
29,108 Vaucanson,8,14,2026-07-02,18:06:01
30,28 Maison du Port La Pallice,5,8,2026-07-02,18:06:01
31,29 Mairie Annexe de Laleu,1,8,2026-07-02,18:06:01
32,30 Ludothèque de Mireuil,4,8,2026-07-02,18:06:01
33,31 Mairie Annexe de Mireuil,6,10,2026-07-02,18:06:01
34,32 Place St Maurice,5,10,2026-07-02,18:06:01
35,33 Marché de Port Neuf,4,8,2026-07-02,18:06:01
36,34 Maison de l'Emploi,4,8,2026-07-02,18:06:01
37,37 Plage de la Concurrence 1,2,10,2026-07-02,18:06:01
38,37 Plage de la Concurrence 2,2,10,2026-07-02,18:06:01
39,39 Lycée Vieljeux,4,10,2026-07-02,18:06:01
40,40 Cité Administrative Mangin,8,10,2026-07-02,18:06:01
41,42 LEP de Rompsay,3,12,2026-07-02,18:06:01
42,43 Mairie Annexe de Villeneuve,4,8,2026-07-02,18:06:01
43,44 Centre Cial. de Villeneuve,4,8,2026-07-02,18:06:01
44,45 Parking Jean-Moulin,5,14,2026-07-02,18:06:01
45,46 Eglise de Tasdon,8,8,2026-07-02,18:06:01
46,21 Technoforum 2,0,8,2026-07-02,18:06:01
47,48 Plage des Minimes 1,7,10,2026-07-02,18:06:01
48,48 Plage des Minimes 2,3,6,2026-07-02,18:06:01
49,24 EIGSI 2,3,8,2026-07-02,18:06:01
50,51 Gymnase Universitaire 1,7,12,2026-07-02,18:06:01
51,102 Centre Aquatique de Châtelaillon,6,12,2026-07-02,18:06:01
52,38 Parc Franck Delmas,6,8,2026-07-02,18:06:01
53,53 Les Parcs,2,8,2026-07-02,18:06:01
54,52 Port de Pêche,4,10,2026-07-02,18:06:01
55,36 Eglise de La Genette,4,8,2026-07-02,18:06:01
56,109 P+R Simone Veil,8,14,2026-07-02,18:06:01
57,13 Médiathèque Michel Crépeau 2,6,8,2026-07-02,18:06:01
58,08 Vieux Port 2,13,14,2026-07-02,18:06:01
59,47 Institut Confucius de Chine,7,12,2026-07-02,18:06:01
60,20 Faculté de Sciences 3,5,10,2026-07-02,18:06:01
61,59 Place de Lafond,6,9,2026-07-02,18:06:01
62,03 Arsenal 2,4,8,2026-07-02,18:06:01
63,02 Quai valin 2,8,8,2026-07-02,18:06:01
64,14 Bibliothèque Universitaire 2,3,10,2026-07-02,18:06:01
65,21 Technoforum 3,1,8,2026-07-02,18:06:01
66,09 Office de Tourisme (Gabut) 2,7,10,2026-07-02,18:06:01
67,06 Maison de la Mobilité 2,0,10,2026-07-02,18:06:01
68,24 Plage des Minimes 3,2,8,2026-07-02,18:06:01
69,51 Gymnase Universitaire 2,2,8,2026-07-02,18:06:01
70,15 Office de tourisme (Simenon) 1,4,12,2026-07-02,18:06:01
71,25 IUT 3,0,8,2026-07-02,18:06:01
72,57 Marché de la Pallice,4,8,2026-07-02,18:06:01
73,58 Digue du Bout Blanc,5,12,2026-07-02,18:06:01
74,61 Patte d'Oie,3,10,2026-07-02,18:06:01
75,62 Aquarium 2,2,10,2026-07-02,18:06:01
76,62 Aquarium 1,6,8,2026-07-02,18:06:01
77,63 08 mai 1945,5,14,2026-07-02,18:06:01
78,64 Aéroport,5,8,2026-07-02,18:06:01
79,65 Alstom,9,14,2026-07-02,18:06:01
80,66 Auberge de Jeunesse,4,10,2026-07-02,18:06:01
81,67 Beauregard,5,14,2026-07-02,18:06:01
82,68 Centre Commercial Beaulieu,5,10,2026-07-02,18:06:01
83,69 Centre social vent des lles,5,8,2026-07-02,18:06:01
84,70 Clinique de l'Atlantique,4,8,2026-07-02,18:06:01
85,71 Clos Margat,7,8,2026-07-02,18:06:01
86,72 Stade de Périgny,4,6,2026-07-02,18:06:01
87,73 Denfert Rochereau,5,8,2026-07-02,18:06:01
88,77 Gare d'Aytré,7,8,2026-07-02,18:06:01
89,56 Hôpital St Louis,8,10,2026-07-02,18:06:01
90,79 Les Corsaires,2,8,2026-07-02,18:06:01
91,80 La Pommeraie,3,8,2026-07-02,18:06:01
92,81 Lab Intech,5,10,2026-07-02,18:06:01
93,82 Lieutenant Bernier,4,8,2026-07-02,18:06:01
94,83 Lycée Hotelier,4,8,2026-07-02,18:06:01
95,84 Mairie d'Aytré,2,8,2026-07-02,18:06:01
96,85 Mairie de Lagord,4,8,2026-07-02,18:06:01
97,86 Musée Maritime,4,8,2026-07-02,18:06:01
98,87 Normandin,5,8,2026-07-02,18:06:01
99,88 Oiseaux de Mer,4,8,2026-07-02,18:06:01
100,90 Porte Royale,4,8,2026-07-02,18:06:01
