Id,station_nom,velos_disponibles,nombre_emplacements,timecode jour,timecode heure
1,54 La Corniche,4,8,2026-07-01,19:29:39
2,10 Porte Maubec,5,8,2026-07-01,19:29:39
3,11 Porte Dauphine,4,8,2026-07-01,19:29:39
4,20 Faculté de Sciences 2,6,10,2026-07-01,19:29:39
5,05 Place de Verdun,2,8,2026-07-01,19:29:39
6,26 Maison de la Charente-Maritime,5,10,2026-07-01,19:29:39
7,04 Marché,4,8,2026-07-01,19:29:39
8,16 Gare 2,9,14,2026-07-01,19:29:39
9,06 Maison de la Mobilité 1,8,10,2026-07-01,19:29:39
10,08 Vieux Port 1,6,14,2026-07-01,19:29:39
11,03 Arsenal 1,5,8,2026-07-01,19:29:39
12,21 Technoforum 1,1,8,2026-07-01,19:29:39
13,15 Office de tourisme (Simenon) 2,4,8,2026-07-01,19:29:39
14,24 EIGSI 1,2,8,2026-07-01,19:29:39
15,13 Médiathèque Michel Crépeau 1,3,8,2026-07-01,19:29:39
16,16 Gare 1,2,14,2026-07-01,19:29:39
17,22 Porte de Cougnes,5,10,2026-07-01,19:29:39
18,14 Bibliothèque Universitaire 1,0,14,2026-07-01,19:29:39
19,07 Préfecture,4,10,2026-07-01,19:29:39
20,25 IUT 2,3,8,2026-07-01,19:29:39
21,02 Quai Valin 1,1,8,2026-07-01,19:29:39
22,23 Place Cacaud 1,1,6,2026-07-01,19:29:39
23,25 IUT 1,3,8,2026-07-01,19:29:39
24,20 Plage des Minimes 4,0,10,2026-07-01,19:29:39
25,12 Piscine,4,10,2026-07-01,19:29:39
26,09 Office de Tourisme (Gabut) 1,8,10,2026-07-01,19:29:39
27,60 Commissariat,2,8,2026-07-01,19:29:39
28,104 Office de Tourisme de Châtelaillon,4,8,2026-07-01,19:29:39
29,108 Vaucanson,4,14,2026-07-01,19:29:39
30,28 Maison du Port La Pallice,3,8,2026-07-01,19:29:39
31,29 Mairie Annexe de Laleu,6,8,2026-07-01,19:29:39
32,30 Ludothèque de Mireuil,3,8,2026-07-01,19:29:39
33,31 Mairie Annexe de Mireuil,8,10,2026-07-01,19:29:39
34,32 Place St Maurice,2,10,2026-07-01,19:29:39
35,33 Marché de Port Neuf,4,8,2026-07-01,19:29:39
36,34 Maison de l'Emploi,4,8,2026-07-01,19:29:39
37,37 Plage de la Concurrence 1,8,10,2026-07-01,19:29:39
38,37 Plage de la Concurrence 2,6,10,2026-07-01,19:29:39
39,39 Lycée Vieljeux,3,10,2026-07-01,19:29:39
40,40 Cité Administrative Mangin,8,10,2026-07-01,19:29:39
41,42 LEP de Rompsay,5,12,2026-07-01,19:29:39
42,43 Mairie Annexe de Villeneuve,6,8,2026-07-01,19:29:39
43,44 Centre Cial. de Villeneuve,5,8,2026-07-01,19:29:39
44,45 Parking Jean-Moulin,6,14,2026-07-01,19:29:39
45,46 Eglise de Tasdon,2,8,2026-07-01,19:29:39
46,21 Technoforum 2,1,8,2026-07-01,19:29:39
47,48 Plage des Minimes 1,7,10,2026-07-01,19:29:39
48,48 Plage des Minimes 2,1,6,2026-07-01,19:29:39
49,24 EIGSI 2,2,8,2026-07-01,19:29:39
50,51 Gymnase Universitaire 1,8,12,2026-07-01,19:29:39
51,102 Centre Aquatique de Châtelaillon,7,12,2026-07-01,19:29:39
52,38 Parc Franck Delmas,4,8,2026-07-01,19:29:39
53,53 Les Parcs,7,8,2026-07-01,19:29:39
54,52 Port de Pêche,5,10,2026-07-01,19:29:39
55,36 Eglise de La Genette,4,8,2026-07-01,19:29:39
56,109 P+R Simone Veil,4,14,2026-07-01,19:29:39
57,13 Médiathèque Michel Crépeau 2,5,8,2026-07-01,19:29:39
58,08 Vieux Port 2,14,14,2026-07-01,19:29:39
59,47 Institut Confucius de Chine,2,12,2026-07-01,19:29:39
60,20 Faculté de Sciences 3,2,10,2026-07-01,19:29:39
61,59 Place de Lafond,4,9,2026-07-01,19:29:39
62,03 Arsenal 2,3,8,2026-07-01,19:29:39
63,02 Quai valin 2,3,8,2026-07-01,19:29:39
64,14 Bibliothèque Universitaire 2,1,10,2026-07-01,19:29:39
65,21 Technoforum 3,3,8,2026-07-01,19:29:39
66,09 Office de Tourisme (Gabut) 2,6,10,2026-07-01,19:29:39
67,06 Maison de la Mobilité 2,6,10,2026-07-01,19:29:39
68,24 Plage des Minimes 3,1,8,2026-07-01,19:29:39
69,51 Gymnase Universitaire 2,2,8,2026-07-01,19:29:39
70,15 Office de tourisme (Simenon) 1,4,12,2026-07-01,19:29:39
71,25 IUT 3,1,8,2026-07-01,19:29:39
72,57 Marché de la Pallice,4,8,2026-07-01,19:29:39
73,58 Digue du Bout Blanc,12,12,2026-07-01,19:29:39
74,61 Patte d'Oie,7,10,2026-07-01,19:29:39
75,62 Aquarium 2,1,10,2026-07-01,19:29:39
76,62 Aquarium 1,2,8,2026-07-01,19:29:39
77,63 08 mai 1945,2,14,2026-07-01,19:29:39
78,64 Aéroport,3,8,2026-07-01,19:29:39
79,65 Alstom,3,14,2026-07-01,19:29:39
80,66 Auberge de Jeunesse,9,10,2026-07-01,19:29:39
81,67 Beauregard,8,14,2026-07-01,19:29:39
82,68 Centre Commercial Beaulieu,6,10,2026-07-01,19:29:39
83,69 Centre social vent des lles,4,8,2026-07-01,19:29:39
84,70 Clinique de l'Atlantique,5,8,2026-07-01,19:29:39
85,71 Clos Margat,4,8,2026-07-01,19:29:39
86,72 Stade de Périgny,3,6,2026-07-01,19:29:39
87,73 Denfert Rochereau,4,8,2026-07-01,19:29:39
88,77 Gare d'Aytré,3,8,2026-07-01,19:29:39
89,56 Hôpital St Louis,4,10,2026-07-01,19:29:39
90,79 Les Corsaires,4,8,2026-07-01,19:29:39
91,80 La Pommeraie,5,8,2026-07-01,19:29:39
92,81 Lab Intech,3,10,2026-07-01,19:29:39
93,82 Lieutenant Bernier,4,8,2026-07-01,19:29:39
94,83 Lycée Hotelier,1,8,2026-07-01,19:29:39
95,84 Mairie d'Aytré,2,8,2026-07-01,19:29:39
96,85 Mairie de Lagord,2,8,2026-07-01,19:29:39
97,86 Musée Maritime,2,8,2026-07-01,19:29:39
98,87 Normandin,5,8,2026-07-01,19:29:39
99,88 Oiseaux de Mer,3,8,2026-07-01,19:29:39
100,90 Porte Royale,4,8,2026-07-01,19:29:39
