Id,station_nom,velos_disponibles,nombre_emplacements,timecode jour,timecode heure
1,54 La Corniche,3,8,2026-07-01,17:28:14
2,10 Porte Maubec,3,8,2026-07-01,17:28:14
3,11 Porte Dauphine,5,8,2026-07-01,17:28:14
4,20 Faculté de Sciences 2,5,10,2026-07-01,17:28:14
5,05 Place de Verdun,6,8,2026-07-01,17:28:14
6,26 Maison de la Charente-Maritime,0,10,2026-07-01,17:28:14
7,04 Marché,1,8,2026-07-01,17:28:14
8,16 Gare 2,7,14,2026-07-01,17:28:14
9,06 Maison de la Mobilité 1,8,10,2026-07-01,17:28:14
10,08 Vieux Port 1,7,14,2026-07-01,17:28:14
11,03 Arsenal 1,1,8,2026-07-01,17:28:14
12,21 Technoforum 1,1,8,2026-07-01,17:28:14
13,15 Office de tourisme (Simenon) 2,6,8,2026-07-01,17:28:14
14,24 EIGSI 1,3,8,2026-07-01,17:28:14
15,13 Médiathèque Michel Crépeau 1,5,8,2026-07-01,17:28:14
16,16 Gare 1,6,14,2026-07-01,17:28:14
17,22 Porte de Cougnes,2,10,2026-07-01,17:28:14
18,14 Bibliothèque Universitaire 1,2,14,2026-07-01,17:28:14
19,07 Préfecture,7,10,2026-07-01,17:28:14
20,25 IUT 2,2,8,2026-07-01,17:28:14
21,02 Quai Valin 1,5,8,2026-07-01,17:28:14
22,23 Place Cacaud 1,2,6,2026-07-01,17:28:14
23,25 IUT 1,1,8,2026-07-01,17:28:14
24,20 Plage des Minimes 4,0,10,2026-07-01,17:28:14
25,12 Piscine,5,10,2026-07-01,17:28:14
26,09 Office de Tourisme (Gabut) 1,6,10,2026-07-01,17:28:14
27,60 Commissariat,5,8,2026-07-01,17:28:14
28,104 Office de Tourisme de Châtelaillon,1,8,2026-07-01,17:28:14
29,108 Vaucanson,6,14,2026-07-01,17:28:14
30,28 Maison du Port La Pallice,3,8,2026-07-01,17:28:14
31,29 Mairie Annexe de Laleu,6,8,2026-07-01,17:28:14
32,30 Ludothèque de Mireuil,2,8,2026-07-01,17:28:14
33,31 Mairie Annexe de Mireuil,8,10,2026-07-01,17:28:14
34,32 Place St Maurice,4,10,2026-07-01,17:28:14
35,33 Marché de Port Neuf,5,8,2026-07-01,17:28:14
36,34 Maison de l'Emploi,4,8,2026-07-01,17:28:14
37,37 Plage de la Concurrence 1,8,10,2026-07-01,17:28:14
38,37 Plage de la Concurrence 2,2,10,2026-07-01,17:28:14
39,39 Lycée Vieljeux,3,10,2026-07-01,17:28:14
40,40 Cité Administrative Mangin,6,10,2026-07-01,17:28:14
41,42 LEP de Rompsay,5,12,2026-07-01,17:28:14
42,43 Mairie Annexe de Villeneuve,5,8,2026-07-01,17:28:14
43,44 Centre Cial. de Villeneuve,4,8,2026-07-01,17:28:14
44,45 Parking Jean-Moulin,6,14,2026-07-01,17:28:14
45,46 Eglise de Tasdon,5,8,2026-07-01,17:28:14
46,21 Technoforum 2,4,8,2026-07-01,17:28:14
47,48 Plage des Minimes 1,1,10,2026-07-01,17:28:14
48,48 Plage des Minimes 2,1,6,2026-07-01,17:28:14
49,24 EIGSI 2,2,8,2026-07-01,17:28:14
50,51 Gymnase Universitaire 1,5,12,2026-07-01,17:28:14
51,102 Centre Aquatique de Châtelaillon,7,12,2026-07-01,17:28:14
52,38 Parc Franck Delmas,5,8,2026-07-01,17:28:14
53,53 Les Parcs,5,8,2026-07-01,17:28:14
54,52 Port de Pêche,5,10,2026-07-01,17:28:14
55,36 Eglise de La Genette,3,8,2026-07-01,17:28:14
56,109 P+R Simone Veil,4,14,2026-07-01,17:28:14
57,13 Médiathèque Michel Crépeau 2,5,8,2026-07-01,17:28:14
58,08 Vieux Port 2,8,14,2026-07-01,17:28:14
59,47 Institut Confucius de Chine,1,12,2026-07-01,17:28:14
60,20 Faculté de Sciences 3,2,10,2026-07-01,17:28:14
61,59 Place de Lafond,3,9,2026-07-01,17:28:14
62,03 Arsenal 2,1,8,2026-07-01,17:28:14
63,02 Quai valin 2,0,8,2026-07-01,17:28:14
64,14 Bibliothèque Universitaire 2,6,10,2026-07-01,17:28:14
65,21 Technoforum 3,5,8,2026-07-01,17:28:14
66,09 Office de Tourisme (Gabut) 2,6,10,2026-07-01,17:28:14
67,06 Maison de la Mobilité 2,4,10,2026-07-01,17:28:14
68,24 Plage des Minimes 3,0,8,2026-07-01,17:28:14
69,51 Gymnase Universitaire 2,2,8,2026-07-01,17:28:14
70,15 Office de tourisme (Simenon) 1,5,12,2026-07-01,17:28:14
71,25 IUT 3,0,8,2026-07-01,17:28:14
72,57 Marché de la Pallice,5,8,2026-07-01,17:28:14
73,58 Digue du Bout Blanc,1,12,2026-07-01,17:28:14
74,61 Patte d'Oie,4,10,2026-07-01,17:28:14
75,62 Aquarium 2,2,10,2026-07-01,17:28:14
76,62 Aquarium 1,2,8,2026-07-01,17:28:14
77,63 08 mai 1945,2,14,2026-07-01,17:28:14
78,64 Aéroport,3,8,2026-07-01,17:28:14
79,65 Alstom,3,14,2026-07-01,17:28:14
80,66 Auberge de Jeunesse,6,10,2026-07-01,17:28:14
81,67 Beauregard,10,14,2026-07-01,17:28:14
82,68 Centre Commercial Beaulieu,6,10,2026-07-01,17:28:14
83,69 Centre social vent des lles,4,8,2026-07-01,17:28:14
84,70 Clinique de l'Atlantique,5,8,2026-07-01,17:28:14
85,71 Clos Margat,3,8,2026-07-01,17:28:14
86,72 Stade de Périgny,3,6,2026-07-01,17:28:14
87,73 Denfert Rochereau,4,8,2026-07-01,17:28:14
88,77 Gare d'Aytré,5,8,2026-07-01,17:28:14
89,56 Hôpital St Louis,9,10,2026-07-01,17:28:14
90,79 Les Corsaires,5,8,2026-07-01,17:28:14
91,80 La Pommeraie,5,8,2026-07-01,17:28:14
92,81 Lab Intech,4,10,2026-07-01,17:28:14
93,82 Lieutenant Bernier,2,8,2026-07-01,17:28:14
94,83 Lycée Hotelier,8,8,2026-07-01,17:28:14
95,84 Mairie d'Aytré,2,8,2026-07-01,17:28:14
96,85 Mairie de Lagord,2,8,2026-07-01,17:28:14
97,86 Musée Maritime,4,8,2026-07-01,17:28:14
98,87 Normandin,3,8,2026-07-01,17:28:14
99,88 Oiseaux de Mer,3,8,2026-07-01,17:28:14
100,90 Porte Royale,1,8,2026-07-01,17:28:14
