Id,station_nom,velos_disponibles,nombre_emplacements,timecode jour,timecode heure
1,54 La Corniche,4,8,2026-07-01,19:59:53
2,10 Porte Maubec,5,8,2026-07-01,19:59:53
3,11 Porte Dauphine,4,8,2026-07-01,19:59:53
4,20 Faculté de Sciences 2,6,10,2026-07-01,19:59:53
5,05 Place de Verdun,1,8,2026-07-01,19:59:53
6,26 Maison de la Charente-Maritime,5,10,2026-07-01,19:59:53
7,04 Marché,2,8,2026-07-01,19:59:53
8,16 Gare 2,7,14,2026-07-01,19:59:53
9,06 Maison de la Mobilité 1,10,10,2026-07-01,19:59:53
10,08 Vieux Port 1,11,14,2026-07-01,19:59:53
11,03 Arsenal 1,5,8,2026-07-01,19:59:53
12,21 Technoforum 1,2,8,2026-07-01,19:59:53
13,15 Office de tourisme (Simenon) 2,4,8,2026-07-01,19:59:53
14,24 EIGSI 1,2,8,2026-07-01,19:59:53
15,13 Médiathèque Michel Crépeau 1,3,8,2026-07-01,19:59:53
16,16 Gare 1,1,14,2026-07-01,19:59:53
17,22 Porte de Cougnes,4,10,2026-07-01,19:59:53
18,14 Bibliothèque Universitaire 1,0,14,2026-07-01,19:59:53
19,07 Préfecture,5,10,2026-07-01,19:59:53
20,25 IUT 2,1,8,2026-07-01,19:59:53
21,02 Quai Valin 1,0,8,2026-07-01,19:59:53
22,23 Place Cacaud 1,0,6,2026-07-01,19:59:53
23,25 IUT 1,3,8,2026-07-01,19:59:53
24,20 Plage des Minimes 4,0,10,2026-07-01,19:59:53
25,12 Piscine,4,10,2026-07-01,19:59:53
26,09 Office de Tourisme (Gabut) 1,4,10,2026-07-01,19:59:53
27,60 Commissariat,2,8,2026-07-01,19:59:53
28,104 Office de Tourisme de Châtelaillon,6,8,2026-07-01,19:59:53
29,108 Vaucanson,4,14,2026-07-01,19:59:53
30,28 Maison du Port La Pallice,3,8,2026-07-01,19:59:53
31,29 Mairie Annexe de Laleu,7,8,2026-07-01,19:59:53
32,30 Ludothèque de Mireuil,1,8,2026-07-01,19:59:53
33,31 Mairie Annexe de Mireuil,8,10,2026-07-01,19:59:53
34,32 Place St Maurice,3,10,2026-07-01,19:59:53
35,33 Marché de Port Neuf,4,8,2026-07-01,19:59:53
36,34 Maison de l'Emploi,4,8,2026-07-01,19:59:53
37,37 Plage de la Concurrence 1,9,10,2026-07-01,19:59:53
38,37 Plage de la Concurrence 2,6,10,2026-07-01,19:59:53
39,39 Lycée Vieljeux,3,10,2026-07-01,19:59:53
40,40 Cité Administrative Mangin,9,10,2026-07-01,19:59:53
41,42 LEP de Rompsay,6,12,2026-07-01,19:59:53
42,43 Mairie Annexe de Villeneuve,6,8,2026-07-01,19:59:53
43,44 Centre Cial. de Villeneuve,5,8,2026-07-01,19:59:53
44,45 Parking Jean-Moulin,6,14,2026-07-01,19:59:53
45,46 Eglise de Tasdon,2,8,2026-07-01,19:59:53
46,21 Technoforum 2,2,8,2026-07-01,19:59:53
47,48 Plage des Minimes 1,7,10,2026-07-01,19:59:53
48,48 Plage des Minimes 2,2,6,2026-07-01,19:59:53
49,24 EIGSI 2,3,8,2026-07-01,19:59:53
50,51 Gymnase Universitaire 1,8,12,2026-07-01,19:59:53
51,102 Centre Aquatique de Châtelaillon,7,12,2026-07-01,19:59:53
52,38 Parc Franck Delmas,4,8,2026-07-01,19:59:53
53,53 Les Parcs,8,8,2026-07-01,19:59:53
54,52 Port de Pêche,5,10,2026-07-01,19:59:53
55,36 Eglise de La Genette,4,8,2026-07-01,19:59:53
56,109 P+R Simone Veil,4,14,2026-07-01,19:59:53
57,13 Médiathèque Michel Crépeau 2,5,8,2026-07-01,19:59:53
58,08 Vieux Port 2,12,14,2026-07-01,19:59:53
59,47 Institut Confucius de Chine,2,12,2026-07-01,19:59:53
60,20 Faculté de Sciences 3,3,10,2026-07-01,19:59:53
61,59 Place de Lafond,5,9,2026-07-01,19:59:53
62,03 Arsenal 2,3,8,2026-07-01,19:59:53
63,02 Quai valin 2,8,8,2026-07-01,19:59:53
64,14 Bibliothèque Universitaire 2,0,10,2026-07-01,19:59:53
65,21 Technoforum 3,4,8,2026-07-01,19:59:53
66,09 Office de Tourisme (Gabut) 2,6,10,2026-07-01,19:59:53
67,06 Maison de la Mobilité 2,6,10,2026-07-01,19:59:53
68,24 Plage des Minimes 3,1,8,2026-07-01,19:59:53
69,51 Gymnase Universitaire 2,2,8,2026-07-01,19:59:53
70,15 Office de tourisme (Simenon) 1,4,12,2026-07-01,19:59:53
71,25 IUT 3,3,8,2026-07-01,19:59:53
72,57 Marché de la Pallice,4,8,2026-07-01,19:59:53
73,58 Digue du Bout Blanc,12,12,2026-07-01,19:59:53
74,61 Patte d'Oie,7,10,2026-07-01,19:59:53
75,62 Aquarium 2,2,10,2026-07-01,19:59:53
76,62 Aquarium 1,2,8,2026-07-01,19:59:53
77,63 08 mai 1945,6,14,2026-07-01,19:59:53
78,64 Aéroport,3,8,2026-07-01,19:59:53
79,65 Alstom,3,14,2026-07-01,19:59:53
80,66 Auberge de Jeunesse,10,10,2026-07-01,19:59:53
81,67 Beauregard,8,14,2026-07-01,19:59:53
82,68 Centre Commercial Beaulieu,6,10,2026-07-01,19:59:53
83,69 Centre social vent des lles,4,8,2026-07-01,19:59:53
84,70 Clinique de l'Atlantique,5,8,2026-07-01,19:59:53
85,71 Clos Margat,4,8,2026-07-01,19:59:53
86,72 Stade de Périgny,3,6,2026-07-01,19:59:53
87,73 Denfert Rochereau,4,8,2026-07-01,19:59:53
88,77 Gare d'Aytré,4,8,2026-07-01,19:59:53
89,56 Hôpital St Louis,3,10,2026-07-01,19:59:53
90,79 Les Corsaires,4,8,2026-07-01,19:59:53
91,80 La Pommeraie,5,8,2026-07-01,19:59:53
92,81 Lab Intech,3,10,2026-07-01,19:59:53
93,82 Lieutenant Bernier,5,8,2026-07-01,19:59:53
94,83 Lycée Hotelier,1,8,2026-07-01,19:59:53
95,84 Mairie d'Aytré,2,8,2026-07-01,19:59:53
96,85 Mairie de Lagord,2,8,2026-07-01,19:59:53
97,86 Musée Maritime,2,8,2026-07-01,19:59:53
98,87 Normandin,4,8,2026-07-01,19:59:53
99,88 Oiseaux de Mer,3,8,2026-07-01,19:59:53
100,90 Porte Royale,3,8,2026-07-01,19:59:53
