Id,station_nom,velos_disponibles,nombre_emplacements,timecode jour,timecode heure
1,54 La Corniche,7,8,2026-07-02,09:41:09
2,10 Porte Maubec,3,8,2026-07-02,09:41:09
3,11 Porte Dauphine,3,8,2026-07-02,09:41:09
4,20 Faculté de Sciences 2,8,10,2026-07-02,09:41:09
5,05 Place de Verdun,3,8,2026-07-02,09:41:09
6,26 Maison de la Charente-Maritime,5,10,2026-07-02,09:41:09
7,04 Marché,2,8,2026-07-02,09:41:09
8,16 Gare 2,5,14,2026-07-02,09:41:09
9,06 Maison de la Mobilité 1,5,10,2026-07-02,09:41:09
10,08 Vieux Port 1,3,14,2026-07-02,09:41:09
11,03 Arsenal 1,7,8,2026-07-02,09:41:09
12,21 Technoforum 1,2,8,2026-07-02,09:41:09
13,15 Office de tourisme (Simenon) 2,3,8,2026-07-02,09:41:09
14,24 EIGSI 1,2,8,2026-07-02,09:41:09
15,13 Médiathèque Michel Crépeau 1,6,8,2026-07-02,09:41:09
16,16 Gare 1,4,14,2026-07-02,09:41:09
17,22 Porte de Cougnes,7,10,2026-07-02,09:41:09
18,14 Bibliothèque Universitaire 1,3,14,2026-07-02,09:41:09
19,07 Préfecture,3,10,2026-07-02,09:41:09
20,25 IUT 2,5,8,2026-07-02,09:41:09
21,02 Quai Valin 1,4,8,2026-07-02,09:41:09
22,23 Place Cacaud 1,2,6,2026-07-02,09:41:09
23,25 IUT 1,2,8,2026-07-02,09:41:09
24,20 Plage des Minimes 4,0,10,2026-07-02,09:41:09
25,12 Piscine,6,10,2026-07-02,09:41:09
26,09 Office de Tourisme (Gabut) 1,5,10,2026-07-02,09:41:09
27,60 Commissariat,5,8,2026-07-02,09:41:09
28,104 Office de Tourisme de Châtelaillon,4,8,2026-07-02,09:41:09
29,108 Vaucanson,7,14,2026-07-02,09:41:09
30,28 Maison du Port La Pallice,4,8,2026-07-02,09:41:09
31,29 Mairie Annexe de Laleu,3,8,2026-07-02,09:41:09
32,30 Ludothèque de Mireuil,7,8,2026-07-02,09:41:09
33,31 Mairie Annexe de Mireuil,1,10,2026-07-02,09:41:09
34,32 Place St Maurice,6,10,2026-07-02,09:41:09
35,33 Marché de Port Neuf,2,8,2026-07-02,09:41:09
36,34 Maison de l'Emploi,6,8,2026-07-02,09:41:09
37,37 Plage de la Concurrence 1,7,10,2026-07-02,09:41:09
38,37 Plage de la Concurrence 2,4,10,2026-07-02,09:41:09
39,39 Lycée Vieljeux,3,10,2026-07-02,09:41:09
40,40 Cité Administrative Mangin,4,10,2026-07-02,09:41:09
41,42 LEP de Rompsay,7,12,2026-07-02,09:41:09
42,43 Mairie Annexe de Villeneuve,6,8,2026-07-02,09:41:09
43,44 Centre Cial. de Villeneuve,4,8,2026-07-02,09:41:09
44,45 Parking Jean-Moulin,9,14,2026-07-02,09:41:09
45,46 Eglise de Tasdon,6,8,2026-07-02,09:41:09
46,21 Technoforum 2,3,8,2026-07-02,09:41:09
47,48 Plage des Minimes 1,6,10,2026-07-02,09:41:09
48,48 Plage des Minimes 2,1,6,2026-07-02,09:41:09
49,24 EIGSI 2,2,8,2026-07-02,09:41:09
50,51 Gymnase Universitaire 1,7,12,2026-07-02,09:41:09
51,102 Centre Aquatique de Châtelaillon,6,12,2026-07-02,09:41:09
52,38 Parc Franck Delmas,6,8,2026-07-02,09:41:09
53,53 Les Parcs,4,8,2026-07-02,09:41:09
54,52 Port de Pêche,4,10,2026-07-02,09:41:09
55,36 Eglise de La Genette,2,8,2026-07-02,09:41:09
56,109 P+R Simone Veil,5,14,2026-07-02,09:41:09
57,13 Médiathèque Michel Crépeau 2,4,8,2026-07-02,09:41:09
58,08 Vieux Port 2,3,14,2026-07-02,09:41:09
59,47 Institut Confucius de Chine,1,12,2026-07-02,09:41:09
60,20 Faculté de Sciences 3,7,10,2026-07-02,09:41:09
61,59 Place de Lafond,5,9,2026-07-02,09:41:09
62,03 Arsenal 2,3,8,2026-07-02,09:41:09
63,02 Quai valin 2,3,8,2026-07-02,09:41:09
64,14 Bibliothèque Universitaire 2,3,10,2026-07-02,09:41:09
65,21 Technoforum 3,5,8,2026-07-02,09:41:09
66,09 Office de Tourisme (Gabut) 2,5,10,2026-07-02,09:41:09
67,06 Maison de la Mobilité 2,1,10,2026-07-02,09:41:09
68,24 Plage des Minimes 3,0,8,2026-07-02,09:41:09
69,51 Gymnase Universitaire 2,3,8,2026-07-02,09:41:09
70,15 Office de tourisme (Simenon) 1,3,12,2026-07-02,09:41:09
71,25 IUT 3,3,8,2026-07-02,09:41:09
72,57 Marché de la Pallice,4,8,2026-07-02,09:41:09
73,58 Digue du Bout Blanc,9,12,2026-07-02,09:41:09
74,61 Patte d'Oie,6,10,2026-07-02,09:41:09
75,62 Aquarium 2,0,10,2026-07-02,09:41:09
76,62 Aquarium 1,5,8,2026-07-02,09:41:09
77,63 08 mai 1945,8,14,2026-07-02,09:41:09
78,64 Aéroport,3,8,2026-07-02,09:41:09
79,65 Alstom,10,14,2026-07-02,09:41:09
80,66 Auberge de Jeunesse,3,10,2026-07-02,09:41:09
81,67 Beauregard,5,14,2026-07-02,09:41:09
82,68 Centre Commercial Beaulieu,4,10,2026-07-02,09:41:09
83,69 Centre social vent des lles,5,8,2026-07-02,09:41:09
84,70 Clinique de l'Atlantique,5,8,2026-07-02,09:41:09
85,71 Clos Margat,3,8,2026-07-02,09:41:09
86,72 Stade de Périgny,4,6,2026-07-02,09:41:09
87,73 Denfert Rochereau,4,8,2026-07-02,09:41:09
88,77 Gare d'Aytré,3,8,2026-07-02,09:41:09
89,56 Hôpital St Louis,3,10,2026-07-02,09:41:09
90,79 Les Corsaires,4,8,2026-07-02,09:41:09
91,80 La Pommeraie,5,8,2026-07-02,09:41:09
92,81 Lab Intech,6,10,2026-07-02,09:41:09
