Id,station_nom,velos_disponibles,nombre_emplacements,timecode jour,timecode heure
1,54 La Corniche,4,8,2026-07-01,13:25:33
2,10 Porte Maubec,4,8,2026-07-01,13:25:33
3,11 Porte Dauphine,5,8,2026-07-01,13:25:33
4,20 Faculté de Sciences 2,7,10,2026-07-01,13:25:33
5,05 Place de Verdun,8,8,2026-07-01,13:25:33
6,26 Maison de la Charente-Maritime,4,10,2026-07-01,13:25:33
7,04 Marché,2,8,2026-07-01,13:25:33
8,16 Gare 2,2,14,2026-07-01,13:25:33
9,06 Maison de la Mobilité 1,4,10,2026-07-01,13:25:33
10,08 Vieux Port 1,14,14,2026-07-01,13:25:33
11,03 Arsenal 1,3,8,2026-07-01,13:25:33
12,21 Technoforum 1,2,8,2026-07-01,13:25:33
13,15 Office de tourisme (Simenon) 2,8,8,2026-07-01,13:25:33
14,24 EIGSI 1,2,8,2026-07-01,13:25:33
15,13 Médiathèque Michel Crépeau 1,3,8,2026-07-01,13:25:33
16,16 Gare 1,5,14,2026-07-01,13:25:33
17,22 Porte de Cougnes,3,10,2026-07-01,13:25:33
18,14 Bibliothèque Universitaire 1,3,14,2026-07-01,13:25:33
19,07 Préfecture,5,10,2026-07-01,13:25:33
20,25 IUT 2,3,8,2026-07-01,13:25:33
21,02 Quai Valin 1,2,8,2026-07-01,13:25:33
22,23 Place Cacaud 1,5,6,2026-07-01,13:25:33
23,25 IUT 1,2,8,2026-07-01,13:25:33
24,20 Plage des Minimes 4,0,10,2026-07-01,13:25:33
25,12 Piscine,4,10,2026-07-01,13:25:33
26,09 Office de Tourisme (Gabut) 1,6,10,2026-07-01,13:25:33
27,60 Commissariat,4,8,2026-07-01,13:25:33
28,104 Office de Tourisme de Châtelaillon,1,8,2026-07-01,13:25:33
29,108 Vaucanson,6,14,2026-07-01,13:25:33
30,28 Maison du Port La Pallice,5,8,2026-07-01,13:25:33
31,29 Mairie Annexe de Laleu,5,8,2026-07-01,13:25:33
32,30 Ludothèque de Mireuil,3,8,2026-07-01,13:25:33
33,31 Mairie Annexe de Mireuil,1,10,2026-07-01,13:25:33
34,32 Place St Maurice,5,10,2026-07-01,13:25:33
35,33 Marché de Port Neuf,3,8,2026-07-01,13:25:33
36,34 Maison de l'Emploi,2,8,2026-07-01,13:25:33
37,37 Plage de la Concurrence 1,6,10,2026-07-01,13:25:33
38,37 Plage de la Concurrence 2,4,10,2026-07-01,13:25:33
39,39 Lycée Vieljeux,3,10,2026-07-01,13:25:33
40,40 Cité Administrative Mangin,1,10,2026-07-01,13:25:33
41,42 LEP de Rompsay,4,12,2026-07-01,13:25:33
42,43 Mairie Annexe de Villeneuve,5,8,2026-07-01,13:25:33
43,44 Centre Cial. de Villeneuve,4,8,2026-07-01,13:25:33
44,45 Parking Jean-Moulin,8,14,2026-07-01,13:25:33
45,46 Eglise de Tasdon,4,8,2026-07-01,13:25:33
46,21 Technoforum 2,5,8,2026-07-01,13:25:33
47,48 Plage des Minimes 1,1,10,2026-07-01,13:25:33
48,48 Plage des Minimes 2,1,6,2026-07-01,13:25:33
49,24 EIGSI 2,4,8,2026-07-01,13:25:33
50,51 Gymnase Universitaire 1,5,12,2026-07-01,13:25:33
51,102 Centre Aquatique de Châtelaillon,8,12,2026-07-01,13:25:33
52,38 Parc Franck Delmas,6,8,2026-07-01,13:25:33
53,53 Les Parcs,1,8,2026-07-01,13:25:33
54,52 Port de Pêche,5,10,2026-07-01,13:25:33
55,36 Eglise de La Genette,4,8,2026-07-01,13:25:33
56,109 P+R Simone Veil,4,14,2026-07-01,13:25:33
57,13 Médiathèque Michel Crépeau 2,5,8,2026-07-01,13:25:33
58,08 Vieux Port 2,14,14,2026-07-01,13:25:33
59,47 Institut Confucius de Chine,6,12,2026-07-01,13:25:33
60,20 Faculté de Sciences 3,3,10,2026-07-01,13:25:33
61,59 Place de Lafond,4,9,2026-07-01,13:25:33
62,03 Arsenal 2,2,8,2026-07-01,13:25:33
63,02 Quai valin 2,0,8,2026-07-01,13:25:33
64,14 Bibliothèque Universitaire 2,0,10,2026-07-01,13:25:33
65,21 Technoforum 3,4,8,2026-07-01,13:25:33
66,09 Office de Tourisme (Gabut) 2,7,10,2026-07-01,13:25:33
67,06 Maison de la Mobilité 2,2,10,2026-07-01,13:25:33
68,24 Plage des Minimes 3,0,8,2026-07-01,13:25:33
69,51 Gymnase Universitaire 2,2,8,2026-07-01,13:25:33
70,15 Office de tourisme (Simenon) 1,4,12,2026-07-01,13:25:33
71,25 IUT 3,3,8,2026-07-01,13:25:33
72,57 Marché de la Pallice,5,8,2026-07-01,13:25:33
73,58 Digue du Bout Blanc,2,12,2026-07-01,13:25:33
74,61 Patte d'Oie,2,10,2026-07-01,13:25:33
75,62 Aquarium 2,3,10,2026-07-01,13:25:33
76,62 Aquarium 1,4,8,2026-07-01,13:25:33
77,63 08 mai 1945,5,14,2026-07-01,13:25:33
78,64 Aéroport,2,8,2026-07-01,13:25:33
79,65 Alstom,8,14,2026-07-01,13:25:33
80,66 Auberge de Jeunesse,5,10,2026-07-01,13:25:33
81,67 Beauregard,11,14,2026-07-01,13:25:33
82,68 Centre Commercial Beaulieu,7,10,2026-07-01,13:25:33
83,69 Centre social vent des lles,3,8,2026-07-01,13:25:33
84,70 Clinique de l'Atlantique,4,8,2026-07-01,13:25:33
85,71 Clos Margat,5,8,2026-07-01,13:25:33
86,72 Stade de Périgny,3,6,2026-07-01,13:25:33
87,73 Denfert Rochereau,4,8,2026-07-01,13:25:33
88,77 Gare d'Aytré,3,8,2026-07-01,13:25:33
89,56 Hôpital St Louis,9,10,2026-07-01,13:25:33
90,79 Les Corsaires,5,8,2026-07-01,13:25:33
91,80 La Pommeraie,1,8,2026-07-01,13:25:33
92,81 Lab Intech,5,10,2026-07-01,13:25:33
93,82 Lieutenant Bernier,4,8,2026-07-01,13:25:33
94,83 Lycée Hotelier,5,8,2026-07-01,13:25:33
95,84 Mairie d'Aytré,4,8,2026-07-01,13:25:33
96,85 Mairie de Lagord,3,8,2026-07-01,13:25:33
97,86 Musée Maritime,3,8,2026-07-01,13:25:33
98,87 Normandin,5,8,2026-07-01,13:25:33
99,88 Oiseaux de Mer,3,8,2026-07-01,13:25:33
100,90 Porte Royale,3,8,2026-07-01,13:25:33
