Id,station_nom,velos_disponibles,nombre_emplacements,timecode jour,timecode heure
1,54 La Corniche,3,8,2026-07-01,16:27:43
2,10 Porte Maubec,4,8,2026-07-01,16:27:43
3,11 Porte Dauphine,5,8,2026-07-01,16:27:43
4,20 Faculté de Sciences 2,6,10,2026-07-01,16:27:43
5,05 Place de Verdun,8,8,2026-07-01,16:27:43
6,26 Maison de la Charente-Maritime,1,10,2026-07-01,16:27:43
7,04 Marché,1,8,2026-07-01,16:27:43
8,16 Gare 2,2,14,2026-07-01,16:27:43
9,06 Maison de la Mobilité 1,8,10,2026-07-01,16:27:43
10,08 Vieux Port 1,11,14,2026-07-01,16:27:43
11,03 Arsenal 1,3,8,2026-07-01,16:27:43
12,21 Technoforum 1,0,8,2026-07-01,16:27:43
13,15 Office de tourisme (Simenon) 2,6,8,2026-07-01,16:27:43
14,24 EIGSI 1,4,8,2026-07-01,16:27:43
15,13 Médiathèque Michel Crépeau 1,5,8,2026-07-01,16:27:43
16,16 Gare 1,7,14,2026-07-01,16:27:43
17,22 Porte de Cougnes,3,10,2026-07-01,16:27:43
18,14 Bibliothèque Universitaire 1,3,14,2026-07-01,16:27:43
19,07 Préfecture,5,10,2026-07-01,16:27:43
20,25 IUT 2,2,8,2026-07-01,16:27:43
21,02 Quai Valin 1,4,8,2026-07-01,16:27:43
22,23 Place Cacaud 1,4,6,2026-07-01,16:27:43
23,25 IUT 1,3,8,2026-07-01,16:27:43
24,20 Plage des Minimes 4,0,10,2026-07-01,16:27:43
25,12 Piscine,5,10,2026-07-01,16:27:43
26,09 Office de Tourisme (Gabut) 1,3,10,2026-07-01,16:27:43
27,60 Commissariat,5,8,2026-07-01,16:27:43
28,104 Office de Tourisme de Châtelaillon,1,8,2026-07-01,16:27:43
29,108 Vaucanson,6,14,2026-07-01,16:27:43
30,28 Maison du Port La Pallice,3,8,2026-07-01,16:27:43
31,29 Mairie Annexe de Laleu,5,8,2026-07-01,16:27:43
32,30 Ludothèque de Mireuil,2,8,2026-07-01,16:27:43
33,31 Mairie Annexe de Mireuil,6,10,2026-07-01,16:27:43
34,32 Place St Maurice,4,10,2026-07-01,16:27:43
35,33 Marché de Port Neuf,5,8,2026-07-01,16:27:43
36,34 Maison de l'Emploi,4,8,2026-07-01,16:27:43
37,37 Plage de la Concurrence 1,7,10,2026-07-01,16:27:43
38,37 Plage de la Concurrence 2,3,10,2026-07-01,16:27:43
39,39 Lycée Vieljeux,3,10,2026-07-01,16:27:43
40,40 Cité Administrative Mangin,6,10,2026-07-01,16:27:43
41,42 LEP de Rompsay,7,12,2026-07-01,16:27:43
42,43 Mairie Annexe de Villeneuve,5,8,2026-07-01,16:27:43
43,44 Centre Cial. de Villeneuve,4,8,2026-07-01,16:27:43
44,45 Parking Jean-Moulin,6,14,2026-07-01,16:27:43
45,46 Eglise de Tasdon,3,8,2026-07-01,16:27:43
46,21 Technoforum 2,4,8,2026-07-01,16:27:43
47,48 Plage des Minimes 1,1,10,2026-07-01,16:27:43
48,48 Plage des Minimes 2,2,6,2026-07-01,16:27:43
49,24 EIGSI 2,2,8,2026-07-01,16:27:43
50,51 Gymnase Universitaire 1,5,12,2026-07-01,16:27:43
51,102 Centre Aquatique de Châtelaillon,7,12,2026-07-01,16:27:43
52,38 Parc Franck Delmas,3,8,2026-07-01,16:27:43
53,53 Les Parcs,6,8,2026-07-01,16:27:43
54,52 Port de Pêche,5,10,2026-07-01,16:27:43
55,36 Eglise de La Genette,3,8,2026-07-01,16:27:43
56,109 P+R Simone Veil,4,14,2026-07-01,16:27:43
57,13 Médiathèque Michel Crépeau 2,5,8,2026-07-01,16:27:43
58,08 Vieux Port 2,11,14,2026-07-01,16:27:43
59,47 Institut Confucius de Chine,6,12,2026-07-01,16:27:43
60,20 Faculté de Sciences 3,2,10,2026-07-01,16:27:43
61,59 Place de Lafond,3,9,2026-07-01,16:27:43
62,03 Arsenal 2,1,8,2026-07-01,16:27:43
63,02 Quai valin 2,0,8,2026-07-01,16:27:43
64,14 Bibliothèque Universitaire 2,3,10,2026-07-01,16:27:43
65,21 Technoforum 3,5,8,2026-07-01,16:27:43
66,09 Office de Tourisme (Gabut) 2,2,10,2026-07-01,16:27:43
67,06 Maison de la Mobilité 2,3,10,2026-07-01,16:27:43
68,24 Plage des Minimes 3,0,8,2026-07-01,16:27:43
69,51 Gymnase Universitaire 2,2,8,2026-07-01,16:27:43
70,15 Office de tourisme (Simenon) 1,3,12,2026-07-01,16:27:43
71,25 IUT 3,5,8,2026-07-01,16:27:43
72,57 Marché de la Pallice,5,8,2026-07-01,16:27:43
73,58 Digue du Bout Blanc,3,12,2026-07-01,16:27:43
74,61 Patte d'Oie,3,10,2026-07-01,16:27:43
75,62 Aquarium 2,3,10,2026-07-01,16:27:43
76,62 Aquarium 1,2,8,2026-07-01,16:27:43
77,63 08 mai 1945,3,14,2026-07-01,16:27:43
78,64 Aéroport,3,8,2026-07-01,16:27:43
79,65 Alstom,9,14,2026-07-01,16:27:43
80,66 Auberge de Jeunesse,3,10,2026-07-01,16:27:43
81,67 Beauregard,10,14,2026-07-01,16:27:43
82,68 Centre Commercial Beaulieu,5,10,2026-07-01,16:27:43
83,69 Centre social vent des lles,4,8,2026-07-01,16:27:43
84,70 Clinique de l'Atlantique,5,8,2026-07-01,16:27:43
85,71 Clos Margat,3,8,2026-07-01,16:27:43
86,72 Stade de Périgny,3,6,2026-07-01,16:27:43
87,73 Denfert Rochereau,4,8,2026-07-01,16:27:43
88,77 Gare d'Aytré,4,8,2026-07-01,16:27:43
89,56 Hôpital St Louis,8,10,2026-07-01,16:27:43
90,79 Les Corsaires,6,8,2026-07-01,16:27:43
91,80 La Pommeraie,4,8,2026-07-01,16:27:43
92,81 Lab Intech,5,10,2026-07-01,16:27:43
93,82 Lieutenant Bernier,2,8,2026-07-01,16:27:43
94,83 Lycée Hotelier,7,8,2026-07-01,16:27:43
95,84 Mairie d'Aytré,3,8,2026-07-01,16:27:43
96,85 Mairie de Lagord,2,8,2026-07-01,16:27:43
97,86 Musée Maritime,3,8,2026-07-01,16:27:43
98,87 Normandin,3,8,2026-07-01,16:27:43
99,88 Oiseaux de Mer,3,8,2026-07-01,16:27:43
100,90 Porte Royale,4,8,2026-07-01,16:27:43
