Id,station_nom,velos_disponibles,nombre_emplacements,timecode jour,timecode heure
75,62 Aquarium 2,1,10,2026-07-02,20:07:15
76,62 Aquarium 1,5,8,2026-07-02,20:07:15
77,63 08 mai 1945,5,14,2026-07-02,20:07:15
78,64 Aéroport,5,8,2026-07-02,20:07:15
79,65 Alstom,8,14,2026-07-02,20:07:15
80,66 Auberge de Jeunesse,6,10,2026-07-02,20:07:15
81,67 Beauregard,4,14,2026-07-02,20:07:15
82,68 Centre Commercial Beaulieu,0,10,2026-07-02,20:07:15
83,69 Centre social vent des lles,3,8,2026-07-02,20:07:15
84,70 Clinique de l'Atlantique,3,8,2026-07-02,20:07:15
85,71 Clos Margat,6,8,2026-07-02,20:07:15
86,72 Stade de Périgny,4,6,2026-07-02,20:07:15
87,73 Denfert Rochereau,3,8,2026-07-02,20:07:15
88,77 Gare d'Aytré,8,8,2026-07-02,20:07:15
89,56 Hôpital St Louis,1,10,2026-07-02,20:07:15
90,79 Les Corsaires,5,8,2026-07-02,20:07:15
91,80 La Pommeraie,3,8,2026-07-02,20:07:15
92,81 Lab Intech,6,10,2026-07-02,20:07:15
93,82 Lieutenant Bernier,4,8,2026-07-02,20:07:15
94,83 Lycée Hotelier,3,8,2026-07-02,20:07:15
95,84 Mairie d'Aytré,4,8,2026-07-02,20:07:15
96,85 Mairie de Lagord,4,8,2026-07-02,20:07:15
97,86 Musée Maritime,6,8,2026-07-02,20:07:15
98,87 Normandin,8,8,2026-07-02,20:07:15
99,88 Oiseaux de Mer,5,8,2026-07-02,20:07:15
100,90 Porte Royale,3,8,2026-07-02,20:07:15
