Id,station_nom,velos_disponibles,nombre_emplacements,timecode jour,timecode heure
1,54 La Corniche,4,8,2026-07-02,18:51:30
2,10 Porte Maubec,4,8,2026-07-02,18:51:30
3,11 Porte Dauphine,4,8,2026-07-02,18:51:30
4,20 Faculté de Sciences 2,1,10,2026-07-02,18:51:30
5,05 Place de Verdun,2,8,2026-07-02,18:51:30
6,26 Maison de la Charente-Maritime,1,10,2026-07-02,18:51:30
7,04 Marché,6,8,2026-07-02,18:51:30
8,16 Gare 2,8,14,2026-07-02,18:51:30
9,06 Maison de la Mobilité 1,5,10,2026-07-02,18:51:30
10,08 Vieux Port 1,9,14,2026-07-02,18:51:30
11,03 Arsenal 1,6,8,2026-07-02,18:51:30
12,21 Technoforum 1,5,8,2026-07-02,18:51:30
13,15 Office de tourisme (Simenon) 2,1,8,2026-07-02,18:51:30
14,24 EIGSI 1,3,8,2026-07-02,18:51:30
15,13 Médiathèque Michel Crépeau 1,1,8,2026-07-02,18:51:30
16,16 Gare 1,7,14,2026-07-02,18:51:30
17,22 Porte de Cougnes,6,10,2026-07-02,18:51:30
18,14 Bibliothèque Universitaire 1,4,14,2026-07-02,18:51:30
19,07 Préfecture,5,10,2026-07-02,18:51:30
20,25 IUT 2,0,8,2026-07-02,18:51:30
21,02 Quai Valin 1,4,8,2026-07-02,18:51:30
22,23 Place Cacaud 1,1,6,2026-07-02,18:51:30
23,25 IUT 1,4,8,2026-07-02,18:51:30
24,20 Plage des Minimes 4,0,10,2026-07-02,18:51:30
25,12 Piscine,3,10,2026-07-02,18:51:30
26,09 Office de Tourisme (Gabut) 1,5,10,2026-07-02,18:51:30
27,60 Commissariat,4,8,2026-07-02,18:51:30
28,104 Office de Tourisme de Châtelaillon,4,8,2026-07-02,18:51:30
29,108 Vaucanson,6,14,2026-07-02,18:51:30
30,28 Maison du Port La Pallice,5,8,2026-07-02,18:51:30
31,29 Mairie Annexe de Laleu,1,8,2026-07-02,18:51:30
32,30 Ludothèque de Mireuil,3,8,2026-07-02,18:51:30
33,31 Mairie Annexe de Mireuil,7,10,2026-07-02,18:51:30
34,32 Place St Maurice,4,10,2026-07-02,18:51:30
35,33 Marché de Port Neuf,5,8,2026-07-02,18:51:30
36,34 Maison de l'Emploi,5,8,2026-07-02,18:51:30
37,37 Plage de la Concurrence 1,6,10,2026-07-02,18:51:30
38,37 Plage de la Concurrence 2,4,10,2026-07-02,18:51:30
39,39 Lycée Vieljeux,4,10,2026-07-02,18:51:30
40,40 Cité Administrative Mangin,8,10,2026-07-02,18:51:30
41,42 LEP de Rompsay,4,12,2026-07-02,18:51:30
42,43 Mairie Annexe de Villeneuve,5,8,2026-07-02,18:51:30
43,44 Centre Cial. de Villeneuve,4,8,2026-07-02,18:51:30
44,45 Parking Jean-Moulin,6,14,2026-07-02,18:51:30
45,46 Eglise de Tasdon,3,8,2026-07-02,18:51:30
46,21 Technoforum 2,5,8,2026-07-02,18:51:30
47,48 Plage des Minimes 1,5,10,2026-07-02,18:51:30
48,48 Plage des Minimes 2,2,6,2026-07-02,18:51:30
